Seqno,STOCK_ID,GS_ACCNO,NAME,Source_Accno,CROPYEAR,AWPR_REPRO,CUDI_CODE_REPRO,CULT_CODE_REPRO,CUNO_CODE_REPRO,LLT_CODE,PLT_CODE_POST,SDHT_CODE,APANTH_REPRO,APSH,APCO_REV_POST,APCO_REV_REPRO,AWCO_LREV,AWCO_REV,AWDIST,BLANTHPR_VEG,BLANTHDI_VEG,BLPUB_VEG,BLSCO_ANTH_VEG,BLSCO_REV_VEG,CCO_REV_VEG,CUAN_REPRO,ENDO,FLA_EREPRO,FLA_REPRO,INANTH,LIGCO_REV_VEG,LIGSH,LPCO_REV_POST,LPPUB,LSEN,NOANTH,PEX_REPRO,PTH,SCCO_REV,SECOND_BR_REPRO,SLCO_REV,SPKF,SLLT_CODE,AUCO_REV_VEG,BLCO_REV_VEG,CUST_REPRO,INCO_REV_REPRO,LA,NOCO_REV,PA_REPRO,PSH,PTY
1273,1603,127650,NASAENG::IRGC 107819-1,107819,2004WS,1,2,3,2,3,3,1,,,020,020,,020,,,,3,,060,061,3,1,,1,,011,3,020,4,7,,9,3,010,1,020,4,5,061,060,1,060,3,060,2,1,5
1274,1604,128409,NORIN 21::IRGC 493-1,493,,0,1,2,3,2,2,1,,,,080,,000,,,,3,,060,060,1,1,,5,,011,,020,,9,,9,1,010,,,4,3,061,060,1,060,,,,,1
1275,1606,132327,CASIBON::IRGC 589-2,589,,0,2,4,3,3,3,1,,,,080,,000,,,,3,,084,080,1,2,,1,,080,,054,,1,,9,2,010,,,4,5,080,085,1,080,,,,,5
1276,1607,127371,FORTUNA COLORADO::IRGC 703-1,703,,0,2,5,2,3,3,2,,,,070,,000,,,,2,,060,061,3,1,,3,,011,3,042,1,3,,9,3,010,1,070,4,3,061,063,3,041,3,,2,1,3
1277,1608,,SERAUP 50::IRGC 14-1,14,,0,1,5,3,4,3,1,,,,010,,000,,,,3,,060,060,1,1,,5,,011,,020,,1,,9,2,010,,,4,5,061,061,1,060,,,,,9
1278,1609,127996,BINOLAYANGUN::IRGC 791-2,791,,0,2,5,2,5,3,1,,,,070,,000,,,,3,,060,080,1,1,,5,,011,,082,,1,,9,2,010,,070,4,3,080,060,1,060,,,,,9
1279,1610,128264,CI 7061::IRGC 968-1,968,,0,2,4,3,3,3,1,,,,080,,000,,,,3,,084,080,3,1,,5,,011,,020,,1,,9,2,010,,,4,5,080,061,9,060,,,,,5
1280,1611,127258,CHAN KU::IRGC 1069-1,1069,,0,2,3,3,4,3,1,,,,010,,000,,,,3,,060,060,7,1,,5,,011,,020,,1,,9,2,010,,,4,3,061,061,1,060,,,,,9
1281,1612,127565,LING TA 150::IRGC 1106-1,1106,,0,2,4,2,3,3,1,,,,010,,000,,,,3,,060,060,3,1,,1,,011,,020,,1,,9,2,070,,,4,3,061,060,1,060,,,,,9
1282,1613,128371,LU TAO 2::IRGC 1175-1,1175,,0,2,4,2,3,2,1,,,,080,,000,,,,3,,060,060,1,1,,1,,011,,020,,9,,9,2,010,,,4,3,061,063,1,060,,,,,9
1283,1614,127834,TAICHUNG 150::IRGC 80-1,80,,0,2,3,2,3,3,1,,,,010,,000,,,,3,,060,060,1,1,,5,,011,,020,,9,,9,1,010,,,4,3,061,063,1,060,,,,,1
1284,1615,127695,P 168::IRGC 1354-1,1354,,0,2,4,2,3,3,1,,,,080,,000,,,,3,,084,080,3,1,,5,,011,,020,,1,,9,2,070,,,4,5,080,060,9,060,,,,,9
1285,1616,,PI 160862-1::IRGC 1452-1,1452,,1,2,2,2,2,3,1,,,,080,,080,,,,3,,060,060,1,2,,5,,011,,042,,9,,9,2,010,,080,3,5,061,063,1,080,,,,,9
1286,1617,128299,GINMASARI::IRGC 242-1,242,,0,1,3,2,3,2,1,,,,010,,000,,,,3,,060,060,1,1,,5,,011,,020,,9,,9,1,010,,,4,3,061,060,1,060,,,,,1
1287,1618,128347,KINUGASAWASE::IRGC 2609-1,2609,,0,1,2,2,2,2,1,,,,010,,000,,,,3,,060,060,1,1,,5,,011,,020,,9,,9,1,010,,,3,5,061,063,1,060,,,,,9
1288,1619,127698,PACHCHAIPERUMAL 2462-11::IRGC 3474-1,3474,,0,2,3,2,3,3,1,,,,080,,000,,,,3,,060,060,3,1,,1,,011,,054,,1,,9,2,070,,,4,5,061,063,1,060,,,,,9
1289,1620,128454,RUSTY LATE::IRGC 3506-1,3506,,0,2,4,2,3,3,1,,,,010,,000,,,,3,,060,060,3,1,,1,,011,,054,,1,,9,2,010,,,4,5,061,060,1,060,,,,,9
1290,1621,132365,PULUT NANGKA 16::IRGC 3630-2,3630,,0,2,6,2,4,3,1,,,,010,,000,,,,3,,060,060,1,1,,1,,011,,042,,1,,9,2,010,,,4,3,061,060,1,060,,,,,9
1291,1622,127729,PILIT (7480) SELN (CI 12007)::IRGC 3758-1,3758,,0,2,5,2,3,3,1,,,,080,,000,,,,3,,084,080,3,1,,5,,080,,020,,1,,9,2,010,,,4,5,080,085,1,060,,,,,9
1292,1623,127248,CATIBOS::IRGC 3762-1,3762,,0,2,6,2,4,4,1,,,,080,,000,,,,3,,060,060,1,1,,3,,011,,020,,9,,9,1,010,,080,3,5,061,060,1,060,,,,,9
1293,1624,127630,MOROPOTOL::IRGC 3909-1,3909,,0,2,5,2,4,3,1,,,,070,,000,,,,3,,060,060,1,1,,5,,011,,020,,9,,9,1,010,,,4,3,061,060,1,060,,,,,1
1294,1625,128193,TP MIL 53::IRGC 326-2,326,,0,2,4,2,4,3,1,,,,010,,000,,,,3,,060,060,1,1,,1,,011,,020,,1,,9,2,010,,,4,5,061,060,1,060,,,,,9
1295,1626,127249,CE IN TSAN::IRGC 4362-1,4362,,0,2,4,2,3,3,1,,,,010,,000,,,,3,,060,060,3,1,,3,,011,,020,,1,,9,2,010,,,4,3,061,060,1,060,,,,,9
1296,1627,127865,TON ROO SHUN::IRGC 4572-1,4572,,0,2,4,2,3,3,1,,,,080,,000,,,,3,,080,080,1,1,,1,,080,,020,,1,,9,2,010,,,3,5,080,063,1,041,,,,,9
1297,1628,127398,HA GOO::IRGC 4577-1,4577,,0,2,5,3,3,3,1,,,,080,,000,,,,3,,080,080,3,1,,3,,080,,020,,1,,9,2,010,,,3,5,080,060,1,060,,,,,9
1298,1629,127419,HSIEH DAU::IRGC 4727-1,4727,,0,2,3,2,2,3,1,,,,010,,000,,,,3,,060,060,1,1,,1,,011,,020,,1,,9,2,010,,,3,3,061,061,1,060,,,,,9
1299,1630,,PARN A 191::IRGC 4932-1,4932,,0,2,6,3,4,4,2,,,,010,,000,,,,3,,060,060,1,1,,1,,011,,020,,1,,9,2,010,,,4,5,061,060,1,060,,,,,9
1300,1631,128311,HSIANG TSENF TAO::IRGC 5008-1,5008,,0,2,3,2,2,2,1,,,,010,,000,,,,3,,060,060,3,2,,1,,011,,020,,9,,9,1,010,,,3,5,061,063,1,060,,,,,1
1301,1632,127120,AMBARIKORI::IRGC 5132-1,5132,,0,2,6,3,4,4,2,,,,010,,000,,,,3,,060,060,1,1,,1,,011,,054,,1,,9,2,010,,,4,3,061,060,1,060,,,,,9
1302,1633,127589,MAGSIING::IRGC 5211-1,5211,,0,2,6,2,3,3,2,,,,020,,000,,,,3,,060,061,3,1,,1,,011,3,020,4,5,,9,3,010,1,020,4,3,061,060,3,060,3,,2,1,7
1303,1635,127579,LUBANG PUTI::IRGC 5429-1,5429,,0,2,5,2,4,3,2,,,,010,,000,,,,3,,060,060,1,1,,5,,011,,020,,1,,9,2,010,,,4,3,061,063,1,060,,,,,9
1304,1636,135629,CAMPENA::IRGC 5452-2,5452,,0,2,6,2,4,3,2,,,,080,,000,,,,3,,060,080,3,1,,7,,011,,020,,9,,9,3,010,,020,4,5,080,060,9,060,,,,,5
1305,1637,127836,TAICHUNG WOO GEN 2::IRGC 5525-1,5525,,0,2,4,2,3,3,1,,,,010,,000,,,,3,,060,060,1,1,,1,,011,,053,,1,,9,2,010,,,3,3,061,060,9,060,,,,,9
1306,1638,127689,O. SATIVA::IRGC 5779-1,5779,,0,2,6,2,4,3,1,,,,010,,000,,,,3,,060,060,1,1,,5,,011,,020,,1,,9,2,010,,,3,3,061,060,1,060,,,,,9
1307,1639,127812,SIPOT::IRGC 5825-1,5825,,0,2,6,2,5,3,1,,,,080,,000,,,,3,,060,060,1,1,,1,,011,,020,,1,,9,2,010,,,4,5,061,060,7,060,,,,,5
1308,1640,128088,KHAYANGYA D 34-181::IRGC 5861-2,5861,,0,2,5,3,5,4,1,,,,010,,000,,,,3,,060,060,1,1,,1,,011,,054,,1,,9,2,010,,,4,3,061,060,7,060,,,,,5
1309,1641,135733,ADT 22::IRGC 5901-3,5901,,0,2,6,3,5,3,1,,,,010,,000,,,,3,,060,060,1,1,,5,,011,,020,,1,,9,2,010,,,4,5,061,060,1,060,,,,,9
1310,1642,,NATURAL HYBRID C 33-8::IRGC 5929-1,5929,,0,2,5,2,5,3,1,,,,010,,000,,,,3,,060,060,1,1,,5,,011,,020,,1,,9,2,010,,,4,3,061,060,9,060,,,,,9
1311,1643,128310,HR 22::IRGC 6394-1,6394,,1,2,5,3,4,4,1,,,,070,,020,,,,3,,060,060,1,1,,5,,011,,020,,1,,9,2,010,,,4,5,061,060,9,060,,,,,9
1312,1644,127290,D 204-1::IRGC 6445-1,6445,,0,1,4,2,3,3,1,,,,010,,000,,,,3,,060,060,1,1,,5,,011,,054,,1,,9,2,070,,,4,3,061,060,9,060,,,,,9
1313,1645,128041,GAMTI 1-34::IRGC 6479-2,6479,,0,2,5,3,5,3,1,,,,010,,000,,,,3,,060,060,1,1,,5,,011,,054,,1,,9,2,010,,,4,5,061,060,9,060,,,,,9
1314,1646,,KALAMON 113::IRGC 6534-1,6534,,1,2,5,3,4,3,1,,,,080,,080,,,,3,,084,060,1,1,,5,,011,,080,,1,,9,2,070,,080,4,5,061,060,9,060,,,,,9
1315,1647,,SANNABATHA::IRGC 5971-1,5971,,0,1,4,3,4,3,1,,,,010,,000,,,,3,,060,060,1,1,,1,,011,,054,,1,,9,2,010,,,3,5,061,060,7,060,,,,,9
1316,1648,127199,BADAL 76::IRGC 6586-1,6586,,0,2,6,3,5,3,1,,,,010,,000,,,,3,,060,060,1,1,,5,,011,,020,,1,,9,2,070,,,4,3,061,060,9,060,,,,,9
1317,1649,131990,IACA ESCURO::IRGC 6636-1,6636,,0,2,5,2,3,3,1,,,,010,,000,,,,3,,060,060,1,1,,3,,011,,020,,1,,9,2,070,,,4,5,061,060,7,060,,,,,1
1318,1650,127992,BELLO::IRGC 6658-2,6658,,0,2,4,2,3,3,1,,,,080,,000,,,,3,,084,080,1,1,,1,,011,,020,,1,,9,2,070,,,4,5,080,060,9,060,,,,,9
1319,1651,128281,DODGUI::IRGC 6666-1,6666,,0,1,4,3,3,3,1,,,,010,,000,,,,3,,060,060,1,1,,1,,011,,020,,1,,9,2,070,,,4,3,061,060,9,060,,,,,9
1320,1652,127340,DONGREM::IRGC 6688-1,6688,,0,2,5,3,3,3,1,,,,010,,000,,,,3,,060,060,3,1,,1,,011,,054,,1,,9,2,070,,,4,3,061,060,9,060,,,,,9
1321,1653,127492,KARIA::IRGC 6702-1,6702,,0,1,5,3,4,3,1,,,,080,,000,,,,3,,084,060,1,1,,1,,011,,100,,1,,9,2,070,,,3,5,061,061,9,060,,,,,9
1322,1654,128007,C 34-13::IRGC 6797-2,6797,,0,2,5,3,4,3,2,,,,010,,000,,,,3,,060,060,1,1,,1,,011,,020,,1,,9,2,010,,,4,3,061,060,1,060,,,,,9
1323,1655,,SUKAMANDI 1005::IRGC 6065-1,6065,,1,2,5,2,3,3,1,,,,080,,040,,,,3,,060,060,1,1,,5,,011,,020,,9,,9,1,010,,,4,5,061,060,1,060,,,,,9
1324,1656,132039,RATUA 81::IRGC 6829-1,6829,,0,2,4,2,3,3,1,,,,010,,000,,,,3,,060,060,1,1,,1,,011,,042,,1,,9,2,010,,,2,5,061,060,1,060,,,,,9
1325,1657,135561,221 BC 4-1-45-10::IRGC 6865-1,6865,,0,2,5,2,4,4,1,,,,080,,000,,,,3,,084,080,7,1,,5,,080,,020,,1,,9,2,010,,,4,5,080,060,9,060,,,,,9
1326,1658,128150,RL GOPHER::IRGC 6934-2,6934,,0,2,5,2,4,3,2,,,,010,,000,,,,3,,060,060,1,1,,1,,011,,020,,9,,9,1,010,,,4,5,061,063,1,060,,,,,1
1327,1659,127235,BONG SEN::IRGC 7011-1,7011,,0,2,4,2,3,3,2,,,,010,,000,,,,3,,060,060,1,2,,5,,011,,020,,1,,9,2,010,,,4,3,061,060,7,060,,,,,9
1328,1660,128098,LUA HUONG T 1::IRGC 7082-2,7082,,0,2,7,3,4,3,1,,,,010,,000,,,,3,,060,060,7,1,,3,,011,,020,,1,,9,2,010,,,4,3,061,060,9,060,,,,,9
1329,1661,135770,LUA DEN MUA::IRGC 7185-3,7185,,0,2,5,3,4,2,2,,,,080,,000,,,,3,,084,080,1,1,,5,,080,,091,,1,,9,2,010,,080,3,5,080,060,1,060,,,,,9
1330,1662,135764,KONG MARETH 4 T 1::IRGC 7248-3,7248,,0,2,7,3,5,3,1,,,,010,,000,,,,3,,060,060,1,1,,1,,011,,054,,1,,9,2,010,,,4,3,061,060,1,060,,,,,9
1331,1663,128367,LITCHIKIANG::IRGC 7287-1,7287,,0,1,2,2,2,2,2,,,,010,,000,,,,3,,060,061,1,1,,3,,011,3,020,3,5,,9,3,010,,070,4,3,061,063,1,060,3,,2,1,1
1332,1664,135786,PTB 18::IRGC 6105-3,6105,,0,2,6,3,3,3,2,,,,080,,000,,,,3,,084,060,1,1,,1,,011,,054,,1,,9,2,070,,,3,3,061,060,9,060,,,,,9
1333,1665,127369,FI LAI FENG::IRGC 7288-1,7288,,0,1,2,2,3,2,1,,,,010,,000,,,,3,,060,060,1,1,,5,,011,,020,,9,,9,1,010,,,4,5,061,063,1,060,,,,,1
1334,1666,127848,TA PAI MAUNG::IRGC 7292-1,7292,,0,2,4,2,3,3,1,,,,010,,000,,,,3,,060,060,1,1,,1,,011,,054,,1,,9,2,010,,,3,3,061,061,1,060,,,,,9
1335,1667,127645,NAN TEO 14::IRGC 7304-1,7304,,0,2,3,2,3,3,1,,,,080,,000,,,,3,,080,080,1,1,,1,,080,,020,,1,,9,2,010,,,3,5,080,085,1,080,,,,,9
1336,1668,128463,SENG CHUI LIN::IRGC 7313-1,7313,,1,2,5,2,3,2,1,,,,070,,020,,,,3,,060,060,1,1,,5,,011,,020,,9,,9,2,010,,,3,5,061,063,1,060,,,,,5
1337,1669,128469,SHA TIAO TSAO::IRGC 7339-1,7339,,0,1,1,2,2,2,2,,,,010,,000,,,,3,,060,080,1,1,,5,,080,,020,,9,,9,1,010,,,4,5,080,063,1,060,,,,,1
1338,1670,128209,250 KUNGANI 1::IRGC 7370-1,7370,,0,1,4,2,3,3,2,,,,070,,000,,,,3,,060,060,1,1,,3,,011,,020,,9,,9,2,010,,,4,3,061,060,7,060,,,,,5
1339,1671,127098,221 B 36-1-1-1-1::IRGC 7585-1,7585,,0,2,6,2,4,4,1,,,,080,,000,,,,3,,080,080,1,1,,5,,080,,020,,1,,9,2,010,,,4,5,080,060,9,080,,,,,9
1340,1672,127099,221 C 391-1-3-3::IRGC 7600-1,7600,,0,2,5,3,3,3,2,,,,080,,000,,,,3,,080,080,7,1,,5,,080,,020,,1,,9,2,010,,,4,5,080,060,1,080,,,,,9
1341,1673,128212,AIKAWA 44::IRGC 7676-1,7676,,0,2,2,2,3,3,1,,,,010,,000,,,,3,,060,060,1,1,,5,,011,,020,,9,,9,1,010,,,4,5,061,063,1,060,,,,,1
1342,1674,128414,OITA MII 120::IRGC 7696-1,7696,,0,1,2,2,2,2,1,,,,010,,000,,,,3,,060,060,1,1,,5,,011,,020,,9,,9,1,010,,,4,5,061,063,1,060,,,,,1
1343,1675,136182,KHAO BAI SRI::IRGC 6110-2,6110,,0,2,6,3,4,3,2,,,,010,,000,,,,3,,060,060,1,1,,1,,011,,020,,1,,9,2,010,,,3,5,061,061,1,060,,,,,9
1344,1676,128240,BEN KEI::IRGC 7769-1,7769,,0,2,2,2,3,2,1,,,,010,,000,,,,3,,060,060,1,1,,5,,011,,020,,9,,9,1,010,,,4,3,061,063,1,060,,,,,1
1345,1677,128263,CHUSEI HONEN::IRGC 7777-1,7777,,0,1,2,2,2,2,1,,,,010,,000,,,,3,,060,060,1,1,,5,,011,,020,,9,,9,1,010,,,4,5,061,063,1,060,,,,,1
1346,1678,127533,KOTHMALLI KARUPPAN::IRGC 7842-1,7842,,0,2,6,2,4,3,1,,,,080,,000,,,,3,,084,060,1,1,,5,,011,,054,,1,,9,2,070,,,4,5,061,060,1,060,,,,,9
1347,1679,128168,SOSSOKA OULE::IRGC 7850-2,7850,1998WS,0,2,5,2,4,3,2,,,020,020,,000,,,,3,,060,061,3,1,,3,,011,3,054,4,5,,7,2,010,1,020,4,3,061,060,3,060,9,060,2,1,5
1348,1680,132253,KAILUNDO::IRGC 7859-2,7859,,0,2,6,3,4,3,2,,,,080,,000,,,,3,,080,080,1,1,,5,,080,,054,,1,,9,2,010,,,4,3,080,060,9,060,,,,,9
1349,1681,128074,KAYANGYA D 402::IRGC 7927-2,7927,,0,2,5,2,4,4,2,,,,010,,000,,,,3,,060,060,1,1,,1,,011,,053,,1,,9,2,010,,,4,5,061,060,1,060,,,,,9
1350,1682,127979,BAANYALOJOPOIHUN::IRGC 7928-2,7928,,0,2,7,2,4,4,2,,,,080,,000,,,,3,,080,080,1,1,,1,,080,,020,,1,,9,2,010,,,3,5,080,060,1,060,,,,,9
1351,1683,128318,IFUGAO RICE::IRGC 8052-1,8052,,1,2,5,2,5,4,2,,,,080,,080,,,,3,,060,060,1,2,,5,,011,,080,,9,,9,1,010,,080,4,5,061,063,1,060,,,,,1
1352,1685,132246,BANDANG PUTIH 680::IRGC 6133-2,6133,,0,2,5,3,4,3,1,,,,010,,000,,,,3,,060,060,1,1,,5,,011,,020,,1,,9,2,010,,,4,3,061,060,9,060,,,,,9
1353,1686,127718,PARAY KINARABAW::IRGC 8083-1,8083,,0,2,5,2,4,4,1,,,,010,,000,,,,3,,060,060,1,1,,5,,011,,020,,9,,9,1,070,,,4,5,061,060,1,060,,,,,9
1354,1687,127741,P PEY SIQAT::IRGC 8129-1,8129,1990WS,0,2,4,2,3,3,2,,,,052,,000,,,,3,,060,061,3,1,,5,,011,3,042,4,7,,7,3,010,1,020,4,1,061,060,3,041,3,060,2,1,5
1355,1688,128440,QINOGNAS::IRGC 8135-1,8135,,0,2,5,2,4,4,1,,,,010,,000,,,,3,,060,060,1,2,,5,,011,,020,,9,,9,1,010,,,4,5,061,063,1,060,,,,,1
1356,1689,128194,TSAO SIAO PEH TAO::IRGC 8265-2,8265,,5,2,5,2,3,3,1,,,,010,,020,,,,3,,060,060,1,1,,5,,011,,020,,9,,9,1,010,,,4,3,061,063,1,060,,,,,1
1357,1690,128494,UKON NISHIKI::IRGC 8314-1,8314,,0,1,2,2,2,2,1,,,,010,,000,,,,3,,060,060,1,1,,5,,011,,020,,9,,9,1,010,,,4,3,061,063,1,060,,,,,1
1358,1691,127308,DB 3::IRGC 8361-1,8361,,1,2,5,2,2,3,1,,,,010,,020,,,,3,,060,060,1,1,,1,,011,,020,,1,,9,2,070,,,4,5,061,063,1,060,,,,,9
1359,1692,,CO 2::IRGC 6186-2,6186,,0,2,6,3,4,3,1,,,,010,,000,,,,3,,060,060,1,1,,5,,011,,020,,1,,3,2,010,,,4,5,061,060,9,060,,,,,9
1360,1693,127324,DJ 69::IRGC 8482-1,8482,,1,2,5,2,3,3,1,,,,080,,080,,,,3,,060,060,1,1,,1,,011,,054,,1,,9,2,070,,080,4,5,061,060,1,080,,,,,9
1361,1694,127323,DJ 47::IRGC 8497-1,8497,,5,2,5,2,3,3,2,,,,080,,020,,,,3,,060,060,1,1,,1,,011,,054,,1,,9,2,070,,,2,3,061,060,1,060,,,,,9
1362,1695,127322,DJ 29::IRGC 8505-1,8505,,0,2,4,2,4,3,1,,,,010,,000,,,,3,,060,060,1,1,,1,,011,,020,,1,,9,2,070,,,4,3,061,060,1,060,,,,,9
1363,1696,127327,DL 5::IRGC 8593-1,8593,,1,2,5,2,4,3,2,,,,010,,020,,,,3,,060,060,1,1,,1,,011,,020,,1,,9,2,070,,,4,3,061,060,1,060,,,,,9
1364,1697,128273,DD 126::IRGC 8667-1,8667,,0,2,5,2,3,3,2,,,,080,,000,,,,3,,080,080,1,1,,1,,080,,090,,1,,9,2,070,,080,4,5,080,060,1,080,,,,,9
1365,1698,127107,ADT 12::IRGC 6254-1,6254,,0,2,5,2,4,3,1,,,,010,,000,,,,3,,060,060,1,1,,1,,011,,020,,1,,9,2,010,,,4,5,061,060,9,060,,,,,9
1366,1699,128493,UCP 41::IRGC 8742-1,8742,,1,2,4,2,3,3,1,,,,010,,020,,,,3,,080,080,1,1,,1,,080,,020,,1,,9,2,070,,,4,5,080,060,1,080,,,,,9
1367,1700,127329,DM 49::IRGC 8775-1,8775,,0,2,4,2,3,3,2,,,,080,,000,,,,3,,084,080,1,1,,1,,011,,020,,1,,9,2,070,,,4,5,080,060,1,080,,,,,9
1368,1701,127871,UCP 122::IRGC 8794-1,8794,,0,2,4,2,3,3,2,,,,080,,000,,,,3,,080,080,1,1,,5,,080,,080,,1,,9,2,070,,,4,5,080,060,1,060,,,,,9
1369,1702,127347,DV 2::IRGC 8806-1,8806,,0,2,4,2,3,3,1,,,,080,,000,,,,3,,060,060,1,1,,1,,011,,020,,1,,9,2,070,,080,4,5,061,060,1,060,,,,,9
1370,1703,127348,DV 86::IRGC 8840-1,8840,,5,2,4,2,3,3,1,,,,010,,020,,,,3,,060,060,1,1,,1,,011,,054,,1,,9,2,070,,,3,5,061,060,1,060,,,,,9
1371,1704,127346,DV 110::IRGC 8855-1,8855,,0,2,4,2,3,3,1,,,,080,,000,,,,3,,060,060,1,1,,1,,011,,042,,1,,9,2,010,,080,3,5,061,060,1,060,,,,,9
1372,1705,127832,T 21::IRGC 8892-1,8892,,0,2,5,2,3,3,1,,,,010,,000,,,,3,,060,060,1,1,,1,,011,,020,,1,,9,2,010,,,4,3,061,060,1,060,,,,,9
1373,1706,127612,MATHOLUWA::IRGC 8901-1,8901,,0,2,6,3,4,3,2,,,,080,,000,,,,3,,060,060,1,1,,1,,011,,100,,1,,9,2,070,,,4,5,061,060,1,060,,,,,9
1374,1707,132315,ALAGUSAMBA::IRGC 8944-2,8944,,0,2,4,2,3,3,1,,,,080,,000,,,,3,,060,060,7,1,,1,,011,,020,,1,,9,2,070,,,4,5,061,060,1,060,,,,,9
1375,1708,128049,HAM MOON::IRGC 9135-2,9135,,5,2,5,2,4,3,2,,,,010,,020,,,,3,,060,060,1,1,,1,,011,,020,,1,,9,2,070,,,3,5,061,060,1,060,,,,,9
1376,1709,127804,SIDALI::IRGC 9567-1,9567,,0,1,5,2,3,3,2,,,,010,,000,,,,3,,060,060,3,1,,5,,011,,020,,9,,9,3,070,,,3,3,061,061,9,060,,,,,9
1377,1710,132361,O. SATIVA::IRGC 10164-2,10164,,0,2,7,3,4,4,1,,,,010,,000,,,,3,,060,060,1,1,,5,,011,,020,,9,,9,3,010,,020,4,3,061,063,9,060,,,,,9
1378,1711,127798,SHINCHIKU IKU 97::IRGC 10429-1,10429,,0,1,3,2,3,3,1,,,,010,,000,,,,3,,060,060,1,1,,1,,011,,020,,9,,9,1,010,,020,4,3,061,063,1,060,,,,,1
1379,1712,128169,SR 26 B::IRGC 10803-2,10803,,0,1,4,2,3,2,2,,,,010,,000,,,,3,,060,060,3,2,,3,,011,,020,,9,,3,3,055,,020,4,3,061,060,1,060,,,,,5
1380,1713,128455,SACHIKAZE::IRGC 10891-1,10891,,0,1,2,2,2,2,1,,,,010,,000,,,,3,,060,060,1,1,,3,,011,,020,,9,,9,1,010,,,4,3,061,060,1,060,,,,,1
1381,1714,128249,BUSIYETAN::IRGC 11205-1,11205,,5,2,4,1,4,3,2,,,,080,,080,,,,3,,060,060,1,1,,5,,011,,090,,9,,9,1,010,,040,4,3,061,060,7,060,,,,,1
1382,1715,128359,LENKIBE-N::IRGC 11216-1,11216,,1,2,4,2,3,4,2,,,,080,,080,,,,3,,060,060,1,1,,7,,011,,082,,9,,9,1,055,,020,4,5,061,060,7,060,,,,,1
1383,1716,132364,PREAH SIHANOUK::IRGC 11328-2,11328,,0,2,6,2,5,3,2,,,,080,,000,,,,3,,084,060,3,1,,3,,011,,054,,9,,9,2,010,,020,4,3,061,061,9,060,,,,,1
1384,1717,127758,RACION 1::IRGC 11340-1,11340,,0,2,5,2,4,3,2,,,,080,,000,,,,3,,084,060,1,1,,5,,011,,020,,9,,9,2,010,,020,4,3,061,063,7,080,,,,,5
1385,1718,,NAHNG PRAYAH 132::IRGC 11470-1,11470,,0,2,7,2,5,3,2,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,020,2,7,,7,1,010,1,020,1,3,061,060,3,060,6,,2,1,7
1386,1719,128134,PHOU SAO LEUM NYANG::IRGC 11570-2,11570,,0,2,6,2,4,3,2,,,,080,,000,,,,3,,060,060,1,2,,3,,011,,053,,9,,9,1,010,,020,4,3,061,063,7,060,,,,,1
1387,1720,127268,CHAO PEUAK DENG::IRGC 11602-1,11602,,0,2,5,2,4,3,2,,,,010,,000,,,,3,,060,060,1,1,,3,,011,,054,,9,,3,3,070,,020,4,5,061,063,9,060,,,,,5
1388,1721,131998,KARA SHALI::IRGC 9293-1,9293,,5,1,1,2,2,2,1,,,,080,,080,,,,3,,060,060,1,1,,5,,011,,080,,9,,9,1,070,,080,3,5,061,063,1,060,,,,,1
1389,1722,,MAK KHEUA::IRGC 11628-1,11628,,0,2,5,2,4,3,2,,,,080,,000,,,,3,,060,060,1,2,,7,,011,,090,,9,,9,2,010,,040,4,3,061,063,1,060,,,,,1
1390,1723,128335,KA SAEN::IRGC 11642-1,11642,,0,1,3,2,3,3,2,,,,020,,000,,,,3,,060,061,1,1,,5,,011,3,054,4,9,,7,3,010,1,020,4,3,061,060,3,060,4,,2,1,5
1391,1724,128285,EA HOUM::IRGC 11783-1,11783,,1,2,7,2,4,3,2,,,,010,,020,,,,3,,060,060,1,2,,5,,011,,020,,9,,9,3,010,,,4,3,061,060,9,060,,,,,5
1392,1725,128407,NOK KOD::IRGC 11784-1,11784,,0,2,5,2,3,3,2,,,,080,,000,,,,3,,060,060,1,2,,5,,011,,042,,9,,9,2,010,,040,4,5,061,063,7,060,,,,,1
1393,1726,135801,THANGONE::IRGC 11816-3,11816,,0,2,5,2,4,3,2,,,,080,,000,,,,1,,060,060,1,1,,5,,011,,020,,9,,9,2,010,,020,4,5,061,063,7,060,,,,,1
1394,1727,127574,LONG MA::IRGC 11867-1,11867,,0,2,6,2,4,3,2,,,,080,,000,,,,3,,080,080,1,2,,1,,080,,054,,9,,9,2,010,,020,4,3,080,085,7,080,,,,,1
1395,1728,128360,LEP HED::IRGC 11917-1,11917,,0,2,4,2,3,3,2,,,,080,,000,,,,3,,060,060,1,2,,7,,011,,090,,9,,9,1,010,,080,4,3,061,063,1,060,,,,,1
1396,1729,127781,SAMBA::IRGC 11993-1,11993,,1,2,7,2,4,3,2,,,,010,,020,,,,3,,060,060,3,1,,3,,011,,020,,9,,9,3,070,,,3,3,061,060,9,060,,,,,5
1397,1730,127476,KAHATAWEE::IRGC 12004-1,12004,,0,2,5,3,4,3,2,,,,080,,000,,,,3,,084,060,3,1,,1,,011,,054,,9,,9,3,070,,020,4,3,061,060,7,060,,,,,5
1398,1731,128261,CHINES::IRGC 9316-1,9316,,0,1,2,2,2,3,1,,,,010,,000,,,,3,,060,060,1,1,,5,,011,,020,,9,,9,1,010,,,4,5,061,063,1,060,,,,,1
