Seqno,STOCK_ID,GS_ACCNO,NAME,Source_Accno,CROPYEAR,AWPR_REPRO,CUDI_CODE_REPRO,CULT_CODE_REPRO,CUNO_CODE_REPRO,LLT_CODE,PLT_CODE_POST,SDHT_CODE,APANTH_REPRO,APSH,APCO_REV_POST,APCO_REV_REPRO,AWCO_LREV,AWCO_REV,AWDIST,BLANTHPR_VEG,BLANTHDI_VEG,BLPUB_VEG,BLSCO_ANTH_VEG,BLSCO_REV_VEG,CCO_REV_VEG,CUAN_REPRO,ENDO,FLA_EREPRO,FLA_REPRO,INANTH,LIGCO_REV_VEG,LIGSH,LPCO_REV_POST,LPPUB,LSEN,NOANTH,PEX_REPRO,PTH,SCCO_REV,SECOND_BR_REPRO,SLCO_REV,SPKF,SLLT_CODE,AUCO_REV_VEG,BLCO_REV_VEG,CUST_REPRO,INCO_REV_REPRO,LA,NOCO_REV,PA_REPRO,PSH,PTY
1985,2331,127936,ARC 11245::IRGC 42651-2,42651,,0,2,6,2,4,3,2,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,020,2,9,,9,2,010,1,020,3,3,061,063,3,060,9,,2,1,9
1986,2332,127957,ARC 14398::IRGC 41544-2,41544,,0,2,6,2,3,4,2,,,,020,,000,,,,3,,060,061,3,1,,7,,011,3,042,5,9,,7,3,010,1,020,4,3,061,061,3,060,9,,2,1,5
1987,2333,127137,ARC 11397::IRGC 42664-1,42664,,0,1,5,2,3,3,2,,,,020,,000,,,,3,,060,061,1,1,,3,,011,3,020,2,9,,5,3,010,1,020,3,1,061,060,5,041,2,,2,1,5
1988,2334,127945,ARC 12800::IRGC 42720-2,42720,1990WS,0,2,4,2,3,3,3,,,,020,,000,,,,3,,060,061,5,1,,3,,011,3,020,2,5,,9,3,070,1,020,5,1,061,060,3,041,3,060,2,1,5
1989,2335,127947,ARC 13460::IRGC 42732-2,42732,,0,1,4,2,3,3,2,,,,080,,000,,,,3,,060,061,1,1,,3,,011,3,042,3,7,,5,3,010,1,020,4,3,061,089,1,060,3,,2,1,5
1990,2336,127152,ARC 13544::IRGC 42743-1,42743,,0,2,6,2,3,3,2,,,,080,,000,,,,3,,080,080,3,1,,5,,084,3,090,4,7,,9,2,070,1,080,4,1,080,089,1,080,7,,2,3,5
1991,2337,127954,ARC 14299::IRGC 42889-2,42889,,0,2,6,2,4,3,2,,,,080,,000,,,,3,,081,080,3,2,,7,,080,3,052,4,9,,9,3,080,1,080,4,3,080,089,3,084,5,,2,3,5
1992,2338,127960,ARC 14709::IRGC 42976-2,42976,,1,2,7,2,4,2,2,,,,080,,080,,,,3,,080,080,5,1,,7,,084,3,080,5,7,,7,3,010,1,080,4,3,080,060,5,084,3,,2,3,3
1993,2339,127963,ARC 14868::IRGC 43009-2,43009,,0,1,6,2,4,3,2,,,,020,,000,,,,3,,060,061,3,1,,7,,011,3,020,2,9,,9,3,010,1,020,4,3,061,061,3,060,5,,2,1,5
1994,2340,127154,ARC 14899::IRGC 43016-1,43016,1994WS,1,2,7,2,4,3,2,,,080,080,,080,,,,3,,084,080,3,1,,3,,011,3,054,3,7,,9,2,070,3,020,4,3,080,085,3,041,5,080,2,3,5
1995,2341,128228,ARC 15097::IRGC 43053-1,43053,1990WS,0,2,6,2,3,3,3,,,,080,,000,,,,3,,060,061,3,1,,5,,011,3,020,2,5,,9,3,010,1,070,4,1,061,060,3,084,2,060,2,1,9
1996,2342,127158,ARC 15163::IRGC 43106-1,43106,,0,2,6,2,4,3,2,,,,020,,000,,,,3,,060,061,3,1,,3,,011,3,020,2,5,,9,3,010,1,020,4,3,061,060,1,060,7,,2,1,5
1997,2343,127958,ARC 14632::IRGC 41650-2,41650,,0,2,6,2,4,3,2,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,020,3,9,,9,3,010,1,020,5,3,061,060,3,060,3,,2,1,3
1998,2344,127964,ARC 15373::IRGC 43166-2,43166,,0,2,7,2,4,3,2,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,042,4,9,,9,3,010,1,020,4,3,061,060,4,060,5,,2,1,8
1999,2345,127159,ARC 15385::IRGC 43174-1,43174,,0,2,6,2,4,2,2,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,020,2,7,,9,3,010,1,020,4,1,061,060,3,060,1,,2,1,5
2000,2346,127965,ARC 15387::IRGC 43175-2,43175,,0,2,7,2,4,3,2,,,,020,,000,,,,3,,060,061,1,1,,5,,011,3,020,4,9,,9,3,010,1,020,4,3,061,060,3,060,3,,2,1,5
2001,2347,127966,ARC 15403::IRGC 43183-2,43183,,1,2,6,2,3,3,2,,,,070,,070,,,,3,,060,061,3,1,,7,,011,3,020,4,9,,7,2,010,1,020,4,3,061,060,3,060,5,,2,1,5
2002,2348,128229,ARC 15862::IRGC 43242-1,43242,,1,2,7,2,3,3,2,,,,020,,020,,,,3,,060,061,3,1,,7,,011,3,020,2,7,,7,1,010,1,020,4,3,061,061,3,060,9,,2,1,5
2003,2349,127968,ARC 15929::IRGC 43269-2,43269,,0,2,5,2,4,3,2,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,053,2,7,,7,3,010,1,020,4,3,061,061,3,060,3,,2,1,5
2004,2350,135745,CICIH KAPUK::IRGC 43377-3,43377,,9,2,6,2,4,4,1,,,,020,,020,,,,3,,060,061,5,1,,3,,011,3,020,3,9,,9,1,010,1,020,4,3,061,060,4,060,2,,2,1,5
2005,2351,135781,PADI HITAM::IRGC 43496-3,43496,,0,2,6,2,4,3,2,,,,080,,000,,,,3,,084,080,3,1,,3,,084,3,082,4,5,,9,3,010,1,080,3,1,080,060,9,041,1,,2,1,5
2006,2352,128420,PADI RENDAH::IRGC 43515-1,43515,,0,2,4,2,3,3,1,,,,020,,000,,,,3,,060,061,3,1,,7,,011,3,020,2,9,,7,3,010,1,020,4,3,061,063,1,060,1,,2,1,5
2007,2353,132379,PELAU::IRGC 43538-2,43538,,0,2,6,2,4,3,2,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,020,2,9,,9,3,010,1,020,3,3,061,063,1,060,1,,2,1,5
2008,2354,127959,ARC 14663::IRGC 41671-2,41671,,0,2,6,2,3,4,2,,,,020,,000,,,,3,,060,061,3,1,,7,,011,3,091,3,9,,9,3,010,1,080,4,3,061,061,3,060,5,,2,1,5
2009,2355,128131,PENDEK LAYUNG::IRGC 43542-2,43542,,0,2,6,2,4,3,2,,,,020,,000,,,,3,,060,061,3,1,,7,,011,3,020,2,7,,9,3,010,1,020,4,3,061,060,5,041,3,,2,1,5
2010,2356,135790,RANTAT::IRGC 43563-3,43563,,0,2,6,2,4,3,2,,,,080,,000,,,,3,,084,060,3,1,,5,,084,3,020,3,9,,9,1,010,1,020,3,1,061,060,6,041,1,,2,1,5
2011,2357,128167,SI RANTING::IRGC 43645-2,43645,,1,2,7,2,4,3,2,,,,020,,020,,,,3,,060,061,3,1,,7,,011,3,020,4,5,,7,3,070,1,020,4,3,061,061,5,060,5,,2,1,5
2012,2358,128195,TUBU::IRGC 43677-2,43677,,0,2,6,2,4,2,2,,,,020,,000,,,,3,,060,061,3,1,,7,,011,3,020,4,9,,9,1,010,1,020,3,3,061,060,3,060,3,,2,1,5
2013,2359,136181,KENCANA RANDAH::IRGC 43709-2,43709,,0,2,5,2,3,3,2,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,042,4,5,,9,2,010,1,020,4,3,061,060,3,060,3,,2,1,5
2014,2360,,MAYAS PUTIH::IRGC 43727-2,43727,,0,2,5,2,4,3,1,,,,020,,000,,,,3,,060,061,3,1,,7,,011,3,020,4,9,,9,3,010,1,020,4,1,061,060,3,060,3,,2,1,9
2015,2361,128043,GANDHISAIL::IRGC 43826-2,43826,,0,2,6,2,3,3,2,,,,020,,000,,,,3,,060,061,3,1,,7,,011,3,054,4,9,,9,1,070,1,020,4,1,061,060,3,060,5,,2,1,9
2016,2362,127449,JASURE AUS::IRGC 43860-1,43860,,0,2,6,2,3,3,2,,,,010,,000,,,,3,,060,061,3,1,,5,,011,3,020,2,9,,9,3,070,1,020,4,3,061,061,3,060,5,,2,1,5
2017,2363,127455,JHORA::IRGC 43862-1,43862,,7,2,5,3,3,3,1,,,,080,,020,,,,3,,084,061,5,1,,3,,011,3,020,2,7,,9,3,070,1,020,4,3,061,060,3,041,4,,2,3,5
2018,2365,127961,ARC 14737::IRGC 41729-2,41729,,0,2,6,2,3,3,2,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,020,3,9,,9,3,070,1,020,3,1,061,060,3,041,1,,2,1,9
2019,2366,135739,BLM 70::IRGC 43989-3,43989,,0,1,3,3,2,3,2,,,,020,,000,,,,3,,060,061,1,1,,1,,011,3,020,2,7,,9,2,010,1,020,4,3,061,063,1,060,1,,2,1,5
2020,2367,127237,BR 51-115-4::IRGC 43999-1,43999,,0,1,5,2,3,3,2,,,,020,,000,,,,3,,060,061,1,1,,3,,011,3,020,4,5,,9,1,010,1,020,4,1,061,063,1,060,1,,2,1,5
2021,2368,128061,JAO' HAWN MAE JAN::IRGC 44022-2,44022,,0,2,7,2,3,3,2,,,,020,,000,,,,3,,060,061,3,1,,7,,011,3,020,4,9,,7,1,010,1,020,3,3,061,060,3,060,6,,2,1,5
2022,2369,127699,PADI BURIH::IRGC 44081-1,44081,,0,2,5,2,3,3,2,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,020,2,9,,9,2,010,1,020,4,3,061,063,1,060,2,,2,1,5
2023,2370,127701,PADI JALAI BELA::IRGC 44084-1,44084,,0,2,6,2,4,3,2,,,,080,,000,,,,3,,060,061,3,1,,5,,011,3,042,3,9,,9,3,010,1,080,4,3,061,063,3,060,2,,2,1,5
2024,2371,132236,ALAMINOS::IRGC 44268-2,44268,,9,1,5,2,4,4,3,,,,020,,020,,,,3,,060,061,1,1,,5,,011,3,020,2,5,,9,1,010,1,020,4,3,061,060,3,041,6,,2,1,8
2025,2372,132237,AMPIPIT::IRGC 44272-2,44272,1992WS,7,2,5,2,3,3,2,,,020,020,,020,,,,3,,060,061,5,1,,5,,011,3,020,2,7,,9,2,010,1,020,4,3,061,060,3,041,2,060,2,1,5
2026,2374,127153,ARC 14756::IRGC 41736-1,41736,,0,1,4,2,4,3,2,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,020,2,9,,3,3,070,1,020,5,3,061,060,3,060,4,,2,1,5
2027,2375,132339,INANUPAN::IRGC 44461-2,44461,,0,2,7,2,4,3,2,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,054,5,9,,9,2,010,1,080,5,3,061,060,5,060,3,,2,1,5
2028,2376,128519,IREQUIN::IRGC 44476-2,44476,,0,2,5,2,3,3,2,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,042,5,7,,9,2,010,1,020,5,1,061,060,3,060,3,,2,1,5
2029,2377,132255,LAWA AN::IRGC 44544-2,44544,,0,2,4,2,4,3,1,,,,080,,000,,,,3,,060,060,1,1,,1,,011,3,042,3,9,,7,3,010,1,020,5,3,061,060,1,060,3,,2,1,3
2030,2378,128097,LOBANG (WHITE)::IRGC 44548-2,44548,,0,2,5,2,4,3,2,,,,020,,000,,,,3,,060,080,3,2,,5,,011,3,020,4,9,,9,2,070,1,020,4,3,080,060,3,060,3,,2,1,5
2031,2380,135639,MINANOK::IRGC 44637-2,44637,,0,2,5,2,3,3,2,,,,087,,000,,,,3,,060,061,3,1,,5,,011,3,080,2,9,,7,2,070,1,080,4,3,061,063,5,060,4,,2,1,5
2032,2381,128110,MINDANAO::IRGC 44642-2,44642,,0,2,7,2,4,3,2,,,,070,,000,,,,3,,084,080,3,1,,5,,011,3,020,4,9,,9,3,010,1,020,4,3,080,060,3,060,5,,2,1,9
2033,2382,,PODAO::IRGC 44701-1,44701,,1,2,4,2,4,4,1,,,,070,,020,,,,3,,060,061,3,1,,7,,011,3,020,4,9,,7,1,010,1,020,4,3,061,060,3,060,3,,2,1,5
2034,2384,128157,SAMON::IRGC 44735-2,44735,1992WS,0,2,6,2,3,3,2,,,020,020,,000,,,,3,,060,061,5,1,,3,,011,3,053,4,5,,7,3,070,1,020,4,3,061,063,9,041,3,060,2,1,5
2035,2385,127962,ARC 14860::IRGC 41793-2,41793,,0,2,4,2,4,3,2,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,020,4,7,,9,2,010,1,020,4,3,061,060,5,060,3,,2,1,5
2036,2386,127891,WAGWAG::IRGC 44802-1,44802,,0,1,5,2,4,3,2,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,020,2,7,,7,3,010,1,020,4,3,061,060,3,060,1,,2,3,5
2037,2387,132371,WAGWAG PUTI::IRGC 44804-2,44804,1992WS,1,1,3,2,3,3,1,,,020,020,,020,,,,3,,060,061,1,1,,1,,011,3,020,2,7,,7,3,010,1,020,4,3,061,063,1,041,1,060,2,1,5
2038,2388,127892,WAGWAG RAOIS::IRGC 44805-1,44805,,9,2,5,1,4,3,2,,,,080,,080,,,,3,,060,061,1,1,,5,,011,3,042,4,7,,9,1,070,1,020,3,3,061,060,3,084,3,,2,1,5
2039,2389,127192,AUS PADDY (RED)::IRGC 44978-1,44978,,0,1,4,2,3,3,3,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,054,2,7,,3,2,070,1,020,4,3,061,063,1,060,3,,2,1,5
2040,2390,127980,BACHHAIKALMA::IRGC 45003-2,45003,,0,1,5,2,4,2,2,,,,020,,000,,,,3,,060,061,3,1,,3,,011,3,042,4,9,,9,3,010,1,020,4,3,061,060,4,060,3,,2,1,8
2041,2391,127983,BAJAL::IRGC 45024-2,45024,,0,1,6,2,4,4,2,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,082,5,9,,9,3,010,1,080,5,3,061,060,3,060,5,,2,1,5
2042,2392,127986,BANCHI::IRGC 45055-2,45055,,0,1,5,2,3,3,2,,,,020,,000,,,,3,,060,061,3,1,,3,,011,3,020,3,9,,9,3,055,1,020,5,3,061,060,3,060,2,,2,1,5
2043,2393,128004,BUCHI::IRGC 45237-2,45237,,1,1,5,3,3,3,2,,,,070,,070,,,,3,,060,061,3,1,,3,,011,3,082,3,5,,5,2,010,1,070,4,3,061,060,3,060,6,,2,1,5
2044,2394,128013,CHILE BORO::IRGC 45297-2,45297,,0,1,5,2,3,3,2,,,,080,,000,,,,3,,060,061,3,1,,3,,011,3,054,2,5,,7,1,070,1,020,5,3,061,060,5,060,4,,2,1,5
2045,2395,128008,CAC 75::IRGC 45352-2,45352,,0,1,5,2,3,3,2,,,,020,,000,,,,3,,060,061,3,1,,1,,011,3,020,2,7,,5,3,010,1,020,4,3,061,060,1,060,1,,2,3,2
2046,2396,127155,ARC 14901::IRGC 41811-1,41811,,0,2,4,2,3,3,2,,,,080,,000,,,,3,,084,060,3,1,,3,,011,3,054,4,7,,7,2,070,1,020,4,3,061,060,5,060,3,,2,1,5
2047,2397,127286,CN 44-40-7::IRGC 45368-1,45368,,0,1,2,2,3,3,2,,,,020,,000,,,,3,,060,061,1,1,,1,,011,3,020,2,9,,5,3,010,1,020,4,3,061,063,1,060,1,,2,1,5
2048,2398,,CR 44-1::IRGC 45397-1,45397,,7,1,5,3,3,3,2,,,,080,,080,,,,3,,060,060,1,1,,5,,011,3,080,3,5,,9,3,010,1,080,4,3,061,060,3,060,5,,2,1,5
2049,2399,128021,CR 579-1-3::IRGC 45443-2,45443,,1,1,1,2,2,3,2,,,,010,,020,,,,3,,060,061,3,1,,1,,011,3,020,2,7,,7,1,010,1,020,5,1,061,063,1,060,3,,2,1,9
2050,2400,128023,DADKHANI::IRGC 45454-2,45454,,0,1,5,2,3,3,2,,,,020,,000,,,,3,,060,061,3,1,,7,,011,3,054,2,9,,9,3,010,1,020,4,3,061,060,7,060,7,,2,3,5
2051,2401,128024,DAHARNAGRA::IRGC 45465-2,45465,,0,2,6,2,4,3,2,,,,080,,000,,,,3,,060,061,3,1,,7,,011,3,020,4,7,,9,3,010,1,020,4,3,061,063,5,060,3,,2,1,9
2052,2402,132342,JALADHI 1::IRGC 45858-2,45858,,9,2,6,2,3,3,2,,,,080,,080,,,,3,,080,080,3,1,,7,,011,3,080,4,5,,9,3,070,1,080,4,3,080,086,9,084,9,,2,3,9
2053,2403,128067,KALIKALMA::IRGC 45996-2,45996,,0,1,5,2,4,2,2,,,,020,,000,,,,3,,084,061,3,1,,7,,084,3,020,4,5,,9,3,010,1,020,4,3,061,063,9,060,9,,2,1,5
2054,2404,128080,KEYA NUNIA::IRGC 46117-2,46117,,0,1,5,2,4,2,2,,,,020,,000,,,,3,,060,061,3,1,,7,,011,3,020,3,5,,9,3,010,1,020,4,3,061,063,7,041,6,,2,1,9
2055,2405,128089,KHEJURTHUPI::IRGC 46137-2,46137,,0,2,5,2,4,3,2,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,054,2,9,,9,3,010,3,020,4,3,061,063,5,060,3,,2,1,1
2056,2406,135761,KHIRPULI::IRGC 46143-3,46143,,0,1,5,2,3,3,2,,,,020,,000,,,,3,,060,061,3,1,,7,,011,3,020,3,7,,7,3,010,1,020,4,3,061,060,3,060,4,,2,1,5
2057,2407,128095,LANJALI::IRGC 46236-2,46236,,1,2,5,2,3,3,2,,,,020,,020,,,,3,,060,061,1,1,,5,,011,3,020,3,5,,9,2,010,1,020,4,3,061,060,3,060,4,,2,1,9
2058,2408,128103,MAKARANDASAIL::IRGC 46289-2,46289,,0,1,5,2,3,3,2,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,020,3,9,,9,3,010,1,020,5,3,061,060,3,041,3,,2,1,5
2059,2409,128128,PANIKELASH::IRGC 46500-2,46500,,1,2,5,2,4,3,2,,,,080,,020,,,,3,,080,080,3,1,,7,,080,3,020,4,5,,9,2,070,1,020,4,3,080,085,9,084,9,,2,1,7
2060,2410,128146,RANACHANDRABHOG::IRGC 46567-2,46567,,0,2,5,2,4,3,2,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,020,2,7,,3,3,010,1,020,2,3,061,060,5,041,8,,2,1,5
2061,2411,132368,SACHI::IRGC 46612-2,46612,,0,1,6,2,3,2,2,,,,080,,000,,,,3,,084,080,3,1,,5,,011,3,052,3,7,,9,3,010,1,020,5,3,080,060,1,041,3,,2,3,1
2062,2412,127788,SATHI::IRGC 46659-1,46659,,0,1,4,2,3,3,2,,,,020,,000,,,,3,,060,061,3,1,,3,,011,3,020,4,9,,5,2,010,1,020,4,3,061,061,3,060,4,,2,3,5
2063,2413,128173,SUFALDHULA::IRGC 46698-2,46698,,0,1,6,2,3,3,2,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,020,4,9,,9,3,010,1,020,4,3,061,060,3,060,3,,2,1,5
2064,2414,128177,T 3::IRGC 46760-2,46760,,0,1,5,2,3,3,2,,,,070,,000,,,,3,,060,060,1,1,,1,,011,3,020,2,5,,9,2,010,1,020,4,3,061,060,3,060,3,,2,1,9
2065,2415,127889,W 398::IRGC 46787-1,46787,,0,1,4,2,3,3,2,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,020,4,7,,7,2,010,1,020,5,3,061,060,3,060,5,,2,1,5
2066,2416,128018,CODE NO 31225::IRGC 46865-2,46865,,0,2,5,2,3,2,2,,,,080,,000,,,,3,,060,061,3,1,,5,,011,3,090,3,7,,9,3,010,1,080,5,3,061,060,3,041,5,,2,1,9
2067,2417,132312,TOS 7536::IRGC 46985-2,46985,,0,2,4,1,3,3,2,,,,020,,000,,,,3,,060,061,3,1,,3,,011,3,052,3,9,,9,1,070,1,020,5,3,061,060,3,041,4,,2,1,9
2068,2419,127245,CADIDIT (GLUT)::IRGC 47161-1,47161,1990WS,0,2,4,2,3,3,3,,,,080,,000,,,,1,,060,060,1,1,,3,,011,3,020,4,7,,7,3,010,2,040,4,1,061,063,1,041,2,060,2,1,3
2069,2420,128253,CA ONG (WHITE)::IRGC 47174-1,47174,,0,2,5,1,4,3,2,,,,080,,000,,,,3,,060,061,1,1,,5,,011,3,020,1,9,,9,3,010,1,020,4,3,061,060,3,084,5,,2,1,5
2070,2421,132351,LINANGAN::IRGC 47255-2,47255,1990WS,9,2,6,2,3,3,3,,,,020,,020,,,,3,,060,060,5,1,,5,,011,3,053,2,5,,9,3,070,1,020,4,1,061,060,5,041,4,060,2,1,5
2071,2422,,HONDERAWALA::IRGC 47372-1,47372,1998WS,1,2,6,2,4,3,2,,,070,020,,020,,,,3,,060,061,3,1,,3,,011,3,054,4,7,,9,2,070,1,020,4,3,061,060,5,060,9,060,2,1,5
2072,2423,127274,CHIEM NGAN::IRGC 47488-1,47488,,0,1,4,2,3,3,2,,,,020,,000,,,,2,,060,061,3,1,,1,,011,3,020,4,5,,7,2,010,1,020,4,3,061,060,3,041,2,,2,1,3
2073,2424,127275,CHIEM TONG NHAT 1::IRGC 47496-1,47496,1992WS,0,1,4,2,3,3,2,,,052,070,,000,,,,3,,060,080,3,1,,3,,011,3,053,4,7,,7,3,010,1,020,4,3,080,063,3,084,2,060,2,1,5
2074,2425,127442,IR 9747 SEL::IRGC 47695-1,47695,,0,1,2,2,2,2,1,,,,020,,000,,,,3,,060,061,1,1,,1,,011,3,020,4,5,,7,3,010,1,020,4,3,061,060,1,060,1,,2,1,5
2075,2426,128083,KHAO DAWK MALI TIA::IRGC 47773-2,47773,,0,2,6,3,4,3,1,,,,020,,000,,,,3,,060,061,1,1,,5,,011,3,020,2,3,,7,3,010,1,020,4,3,061,060,5,060,5,,2,1,5
2076,2427,,SAHM RUANG NAK::IRGC 47818-1,47818,,0,2,7,2,4,3,3,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,020,2,7,,7,2,010,1,020,4,3,061,060,7,041,5,,2,1,5
2077,2428,132250,GLAM::IRGC 47978-2,47978,,0,2,6,2,4,3,2,,,,080,,000,,,,3,,080,061,5,2,,7,,080,3,080,2,3,,9,3,080,1,080,4,3,080,080,5,080,7,,2,1,5
2078,2429,,LEUANG PRA TAHN::IRGC 48292-2,48292,,0,2,7,2,4,3,3,,,,020,,000,,,,3,,060,060,3,1,,5,,011,3,054,2,5,,9,2,010,1,020,5,3,061,061,3,060,4,,2,1,5
2079,2430,128114,NAH MOI::IRGC 48353-2,48353,,0,2,6,3,4,3,2,,,,020,,000,,,,3,,060,061,5,1,,5,,011,3,053,2,1,,7,3,010,1,020,3,3,061,060,5,060,5,,2,1,3
2080,2431,132260,NIAW DAM::IRGC 48387-2,48387,,0,1,6,2,4,3,2,,,,080,,000,,,,3,,080,080,3,2,,5,,080,3,080,5,1,,9,3,080,1,080,4,3,080,080,5,084,5,,2,3,5
2081,2432,128156,SA MER::IRGC 48454-2,48454,,0,2,6,2,3,2,2,,,,020,,000,,,,3,,060,060,3,1,,1,,011,3,020,4,1,,9,3,010,1,020,4,1,061,060,3,060,4,,2,1,5
2082,2433,132267,SAWNG RUANG::IRGC 48458-2,48458,,0,2,6,2,4,3,3,,,,020,,000,,,,3,,060,060,3,1,,5,,011,3,020,2,3,,9,3,010,1,020,4,3,061,060,3,060,3,,2,1,5
2083,2434,128057,INDO NO 13030::IRGC 48630-2,48630,,0,2,5,2,3,3,2,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,020,2,5,,7,3,010,1,020,4,3,061,063,3,060,4,,2,1,5
2084,2435,135755,INDO NO 13075::IRGC 48665-3,48665,,0,2,5,2,3,3,2,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,042,2,3,,7,3,010,1,020,4,1,061,060,3,060,3,,2,1,5
2085,2436,128385,MAS::IRGC 48758-1,48758,,0,2,5,2,3,3,1,,,,080,,000,,,,3,,060,061,3,1,,7,,011,3,052,4,9,,9,3,010,1,080,3,3,061,060,3,041,7,,2,1,7
2086,2437,132044,TAMBU::IRGC 48932-1,48932,,9,1,5,2,4,3,1,,,,020,,020,,,,3,,060,061,1,1,,3,,011,3,042,2,9,,5,1,010,1,020,4,3,061,060,3,060,3,,2,1,5
2087,2438,128190,TODULI::IRGC 48942-2,48942,1994WS,0,2,4,3,4,3,2,,,020,020,,000,,,,3,,060,061,1,1,,3,,011,3,042,4,7,,9,3,010,1,020,4,3,061,060,3,041,5,060,2,5,5
2088,2439,128148,RAYDHAN 1::IRGC 49127-2,49127,,0,2,6,2,5,,1,,,,087,,000,,,,3,,060,060,3,,,5,,011,3,090,3,1,,9,3,,1,080,3,,061,060,7,080,5,,2,1,9
2089,2440,,ECHORSAIL::IRGC 49182-1,49182,,1,2,7,3,4,,1,,,,020,,020,,,,3,,060,060,5,,,5,,011,3,052,4,5,,9,2,,1,020,4,,061,060,5,041,5,,2,1,5
2090,2441,128113,MOTANGA::IRGC 49242-2,49242,,1,2,6,3,5,,1,,,,070,,070,,,,3,,060,061,5,,,7,,011,3,020,5,5,,9,3,,1,070,4,,061,060,5,060,7,,2,1,5
2091,2442,128174,SUITE JORA::IRGC 49257-2,49257,,1,2,7,2,4,3,3,,,,020,,020,,,,3,,084,061,5,1,,5,,011,3,053,2,7,,9,3,010,1,020,4,3,061,063,5,041,3,,2,1,6
2092,2443,127923,AEB 368 RIP P TYPE ADT::IRGC 49359-2,49359,,0,2,5,2,4,3,2,,,,020,,000,,,,2,,060,061,5,1,,5,,011,3,080,2,3,,,3,080,3,020,3,3,061,060,1,060,5,,2,1,9
2093,2444,127925,AMON 4::IRGC 49375-2,49375,1999WS,0,2,5,2,3,3,2,,,020,020,,000,,,,3,,060,061,5,1,,5,,011,3,020,4,7,,9,3,010,1,020,4,3,061,060,3,060,7,060,2,3,9
2094,2445,132238,APYO DAW GYI::IRGC 49386-2,49386,,0,2,5,3,4,3,2,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,020,4,3,,5,3,010,1,020,4,3,061,060,3,060,9,,2,1,3
2095,2446,127921,A 28-6::IRGC 49409-2,49409,,0,2,6,2,4,3,2,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,042,4,5,,7,3,010,1,020,5,3,061,060,3,060,9,,2,1,5
2096,2447,127989,BATCHA BHOG (SCENTED)::IRGC 49440-2,49440,1998WS,0,2,6,2,3,3,2,,,020,020,,000,,,,3,,060,061,3,1,,5,,011,3,020,4,7,,9,3,070,1,020,4,3,061,060,1,060,9,060,2,1,7
2097,2448,128016,CHITRAKALI::IRGC 49524-2,49524,,0,1,4,2,3,3,3,,,,070,,000,,,,3,,060,061,3,1,,5,,011,3,054,4,3,,9,3,070,1,020,4,3,061,063,3,060,5,,2,1,5
2098,2449,127289,CUTTACK 29::IRGC 49573-1,49573,,0,2,4,2,3,3,2,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,020,2,3,,5,2,010,1,020,4,3,061,060,3,060,3,,2,1,5
2099,2450,132393,C 28-16::IRGC 49580-1,49580,,0,2,6,3,4,3,2,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,020,4,3,,7,3,010,1,020,4,3,061,060,3,060,1,,,1,6
2100,2451,127342,DONRADAO::IRGC 49604-1,49604,1994WS,0,2,7,3,3,3,2,,,087,080,,000,,,,3,,060,061,3,1,,3,,011,3,020,3,5,,9,2,070,1,080,4,3,061,060,3,041,3,060,2,5,5
2101,2452,132420,KALAR KAR::IRGC 49737-2,49737,,0,1,5,2,3,3,2,,,,070,,000,,,,3,,060,061,5,1,,3,,011,3,020,4,5,,9,3,070,1,020,4,3,061,063,5,041,5,,2,1,3
2102,2453,127495,KARUNJEERAGA SAMBA::IRGC 49774-1,49774,,0,1,4,2,3,3,2,,,,080,,000,,,,3,,060,061,3,1,,5,,011,3,020,3,9,,7,2,010,1,020,3,1,061,060,5,060,3,,2,1,5
2103,2455,127529,KONAMANI::IRGC 49806-1,49806,,0,2,5,2,3,3,2,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,020,4,3,,5,2,010,1,020,4,3,061,063,5,041,7,,2,1,5
